schtrosseputzer,street cleaner
auf,on
know,know
your,your
öb,
schport,sport
träning,training
sandee,sometime/somewhere
ihm,him
dr,the
luschtig,funny
richard,Richard
ire,their
alkohol,alcohol
chleider,clothes
wirsch,becomes
schnäller,faster
döfed,must
chorb,basket
wart,wait
gsehsch,you see
uusflug,trip
beschti,best
schtarch,strong
pizza,pizza
enere,a
monet,
nochbere,still ready
okay,okay
idee,idea
natur,nature
passiere,happen
tee,
eigentlich,actually
dere,that
see,see
gleert,
verloh,lost
suppe,soup
büsi,cat
erhole,recovers
pressiere,pressured
politik,politics
säg,say
gsehnd,we see
träffed,met
gfalle,fall
ziil,goal
eini,one
gseht,he sees
debii,in
folget,follow
erläbt,experience
bruucht,she needs
geduld,patience
kilometer,kilometer
kasse,checkout
gwunne,to win
verdient,earns
fisch,fish
wohr,true/truthful
chliini,small
gschprunge,jumped
lings,left
ume,around
anna,Anna
10,ten
mis,mine
verlore,lost
sammle,collect
buure,farmer
schteil,part of 
bsueche,search
8i,eight years old
hüehner,chickens
schpot,late
warte,wait
pro,
bequem,comfrotable
uussicht,view
winter,winter
abentüür,adventure
keine,none
zahle,pay
kathrin,Kathrin
üsem,are
bade,bathed
dusche,shower
schpilt,he plays
nöie,new
drink,trinke
obe,over
schiilehrer,school teacher
sitzed,sat
rega,rain
ändlich,finally
dra,there
genial,genius
bruuch,need
nimm,take
flüüged,fly
liebschti,love
alain,
berset,Berset
helde,held
gschänkli,present
seit,since
wow,wow
vieri,four
gschribe,write
absolut,absolute
chaufsch,you buy
wohi,where to
sine,your
ihre,their
muss,must
versuecht,tried
tagessuppe,soup of the day
rande,range
servis,service
restaurant,restaurant
waiter,waiter
like,like
drü,three
turischte,do
längschti,longest
schtimmig,agreeable
wohnsch,you live
gsicht,face
elleboge,elbow
muskelkater,muscle soreness
aalüüte,hears
weckt,wakes
schnuer,laces
siim,his
sitzt,sits
buur,farmer
chüeh,cows
perron,platform
zügle,move
da,there
hmm,hmm
halbi,half
huus,house
fahrsch,to drive
all,all
flicke,to fix
langsamer,slower
plän,plan
heizig,heated
nicht,not
chärzli,
versueched,tried
kreativi,creative
schtromrächnig,current-driven
händyrächnig,accounting
beschwäre,complain
langsams,slowly
degäge,go
zämenhaa,together
ahnig,idea
dänke,think
perfekt,perfect
interessant,interesting
passt,fits
bierli,a little beer
bringe,bring
richtigi,correct
schiifahre,skiing
en,a
fix,fix
rentner,retiree
unde,under
schtadt,city
magsch,like
rose,rose
general,general
chliine,small
nöimed,take
meischter,master
bsitzer,owner
zeig,show
ihn,him
gemacht,made
biischpil,example
dim,to you
reschtorant,restaurant
schiilift,ski lift
schneeball,snowball
wunderbar,wonderful
ou,
podcast,podcast
nöchi,
oberschänkle,upper leg
handschtand,handstand
chlättere,climb
eifachi,easily
fähig,able
zueluege,watch
nordic,Nordic
walking,walking
herte,hard
wiiterhin,furthermore
erfolg,success
träniersch,train
schtoh,to get up
büüge,
welere,
körperpartii,
traum,dream
bock,
tennis,tennis
luna,Luna
aaglüüte,to call
fascht,almost
aaluege,look at
dokter,doctor
nämed,named
ires,
pilzli,mushrooms
ermässigunge,discounts
churz,short
früeh,early
füür,fire
vorsichtig,catious
übercho,come over
allem,all
glaube,I believe
entschuldigung,excuse me
wohnt,lives
länder,countries
lönd,land
uufruume,
sisyphus,Sisyphus
zmittag,lunch
wö,
täg,day
sächsi,seven years old
willkomme,welcome
süesses,sweet
bsunders,
früener,earlier
schtau,
panik,panic
organisiert,organized
grossi,big
hinder,behind
under,under
oschtere,Easter
bringt,brings
ganzi,whole
noche,night
putzwägeli,cleaning cart
unbedingt,absolutely
lohnt,worth it
diät,diet
bällt,
duurend,lasting
rigo,
schtop,stop
erzieh,educate
ihne,them
passantin,passerby
zeigt,shows
anfang,to start
belohne,
belohned,
fu,
schtröinendi,
brav,
vorschpiis,
are,
heb,
warted,
drüber,
peter,
sunne,
vier,
mitcho,
radio,
alt,
komisch,
gschaffet,
huehn,
usegoh,
gliich,
frei,
chatz,
sarah,
iiladig,
rächts,
bireweich,
2,
pilzle,
eine,
findet,
glücklich,
schwarz,
gross,
zähni,
gnau,exactly
fische,
hasse,
beschäftiget,
schtell,
huufe,
sach,
duured,
rüeft,
feigling,
schwätzed,
bereite,
schtube,
chalts,
teil,
unkel,
echt,
wildnis,
usse,
längeri,
welne,
gfrörli,
hecht,
besseri,
heissed,
würdisch,
reto,
bus,
andere,
näbe,
vulkan,
wohnort,
dänk,
zuekunft,
wiehnachte,
luegsch,
dütschi,
beizli,
iicheere,
hirsch,
richtige,
zur,
vegetarisch,
bringed,
for,
würded,
foht,
zwöite,
getränk,
wunderschön,
liecht,
mundart,
sinn,
dschogge,
gschtohle,
luegt,
chliises,small
anke,buttter
gnüsse,
zimmer,room
brasilie,Brazilean
jänu,
hufe,a lot
sibe,
finger,
glace,
verschideni,
kroatie,
hocke,
möged,
6,
undernäh,
hätted,
chue,
reist,
rabatt,
brüeder,
läbsch,
mönet,
okei,
mittwuchmorge,
tut,
mieti,
froge,
kauft,
uusmischte,
löcher,
widerhole,
zletscht,
windig,
zeige,
znacht,
we,
wünsche,
aafoh,
witz,
maschine,
gmüetlich,
beidi,
fiire,
wilkomme,
brönnt,
schpezialitäte,
fiinschmöcker,
euses,
währschafti,
chline,
snack,
biispiil,
mohnschnäggli,
rivella,
churzi,
dschwiiz,
läderach,
schoi,
vegetarier,
veganer,
probiersch,
rette,
politiker,
chätzli,
sueche,
nacht,night
eier,eggs
frohi,
gisch,
termin,
ändschtation,
abgmacht,
schtudiert,
uni,
wi,
autobahne,
raser,
gopfridli,
vile,
dörfli,
cheered,
fahrzüüguuswiis,
fahruuswiis,
vignette,
schtrosse,
tempolimite,
nöchschti,
tankschtell,
parkiere,
chueche,
döfe,
empfähled,
hauptgang,
pressier,
schätzli,
wartet,
bränntelet,
swiss,
at,
if,
order,
empfähle,
gliiche,same
hitzgi,
schiiferie,
schlacht,
eltere,
hätt,
je,
gägesiitig,
begeischteret,
züg,
suuber,
billig,
tüürschte,
seisch,
werum,
indie,
mumford,
amp,
sons,
pop,
schtimm,
wild,
schweizer,
hit,
gölä,
patent,
ochsner,
west,
schänke,
härz,
dur,
eigetlich,
mani,
matter,
hemmige,
klassiker,
dynamit,
lustig,
texte,
tüüfgründig,
witzig,
alltäglichi,
ufgnoh,
lieblingslied,
sidi,
abdel,
assar,
el,
hama,
martin,
o,
version,
reber,
hammer,
ehrlech,
härzlich,
entgäge,
wiehnachtslieder,
singed,
wei,
aazünte,
live,
fourty,
fingers,
gitarrischte,
krass,
irne,
gitarre,
uusverchauft,
liebscht,love
musiker,
streaming,
volksmusig,
volkslieder,
lieblingspodcast,
ruig,
verbii,
riisigs,
umeschpringe,
motiviert,
passed,
film,
ruiger,
chnöi,
rot,red
erinnerige,
närvt,
geburtstag,
tschutte,
bebeli,
funktioniert,
aaschtosse,
erschti,
lauft,
gricht,
amix,
rom,
50,fifty
telefonnummere,telephone number
schpital,
fluss,
meischte,
giftig,
tip,
trifft,
änd,
eifachs,
schtudänte,
pensionierti,
gsuecht,
liit,
person,
antwort,answer
gschäft,worked
toh,
äng,
hose,pants
cool,
schtecke,
bessers,
sunnig,
vorgeschter,
bues,
rüebli,
fründin,
silväschter,
kreativer,creative
voruus,
schritt,
würkli,
üsere,
schiischuel,
heisse,
ruedi,
öie,
hopla,
gondeli,
schtromuusfall,
verlass,
höchschti,
verfrüüre,
hüttli,
gmüetlichs,
schal,
schmin,
wärmed,
wärmendi,
schuel,
dritte,
greist,
zieh,
proscht,
polizischt,
felsschturz,
planet,
plan,
amerikaner,American
bundespresidänt,
bedanke,thank
supermän,superman
interessiert,
bundesrot,
brot,bread
matte,
sebaschtian,Sebastian
entscheide,decide
wem,to whom
zwar,
definitiv,
plansch,
traumbruef,
gwählt,
Aug,
grössi,big
viertel,
läck,
tschimmi,
berote,
nim,
bekannt,
kicherärbsli,
tropfe,
enttüüscht,
salzig,
wenig,
verbrönnt,
troche,
fad,
glaubed,
serviere,
schlächte,
schrecklichi,
positiv,
schtärn,
real,
life,
german,
reserviere,
whats,
menu,
asks,
youre,
ready,
dont,
choose,
eat,
ask,
recommendation,
soups,
soup,
day,
refill,
friend,
orders,
something,
that,
would,
try,
out,
too,
lift,
alter,
schlächt,
chönntisch,
weniger,
schriib,
triffsch,
lange,
schönscht,
verbiifahre,
aachunnt,
reporter,
interview,
reisende,
grandiosi,
unglaublich,
iidrücklich,
bahn,
längschte,
bequemer,
ökologischer,
öffentlichi,
vercheer,
gaes,
abonama,
schlüssel,
schad,
tier,
bruch,
schwümmbad,
hündli,
chleid,
ghöre,
total,
froh,
fühlsch,
gäscht,
schrecklich,
entschpanned,
schoggischtängeli,
gohts,
tönet,
schloh,
probiered,
ramensuppe,
lad,
schwizer,
erinneret,
chindheitserinnerige,
schaltjohr,
haue,
usechunnt,
asiatischi,
wirkig,
uusglasse,
verträge,
beschtimmts,
mönü,
bsundrigi,
schtohsch,
mcdonald,
aggressive,
marketing,
mcdonalds,
co,
erloubsch,
houe,
büseli,
snouborde,
hocksch,
haha,
läär,
schtändig,
biindli,
hilfe,
zfride,
fleisch,
judihui,
schtange,
chueh,
sinere,
gliichfalls,
mitgnoh,
billigschte,
turischt,
rötuurbilet,
rötuur,
halbtax,
bitzli,
müsst,
härzigs,
pullover,
erschts,
wächsle,
ewäg,
fründ,
prosit,
nöijohr,
schniide,cute
wunderbare,
umeliit,
fliissig,
schpendiere,
hujj,
wind,
ojemine,oh dear
ziitverschwändig,time-consuming
aapacke,
lösig,
elektrische,
matratze,
pumpi,
schenii,
verzage,
hämpi,
frage,
tränke,
hand,
gschafft,
letscht,
vorwärts,
zersch,
flug,
abhole,
aare,
gibe,
mitenand,
gässe,
verschteckt,
oschterhaas,
versueche,
kultur,
uufpasse,
tagescharte,
gültig,
mitternacht,
zwoi,
luki,
paula,
han,
filosof,
besen,
amazon,
freiwillig,
besunders,
humor,
schöön,
altschtadt,
kathedrale,
brugge,
saane,
überrasch,
abonema,
uusflüg,
wälschland,french-speaking region
lieblingsort,
nöcheri,
michel,
umkleidekabine,
b,
ganze,
kaputt,
wünscht,
läse,
sässelilift,
panne,
dunde,
milch,
trink,
bruche,
firma,
mindeschtens,
fröid,
luut,
schmöckt,
schpil,
frankriich,
lozärn,
tüpflischiisser,
ewig,
bruef,
fremdi,
wc,
lina,
hockt,
rueh,
öppedie,
füf,
zwänzg,
gumpet,
zäh,
alte,old
gfange,
uufgäh,
verzelle,to sell
elefante,
tröimt,
verfolgt,
schiss,
rosa,
elefant,
schpaziergang,
usserdem,
lust,
ist,
dialog,
sekunde,
gloffe,
renne,
chopfweh,
fröit,
chleidergschäft,
schiggi,
iichaufe,
kreditcharte,
schmärze,
fantastisch,
abfahrt,
uufschtiig,
grossmutti,
öpfle,
junge,
grosseltere,
sackmässer,
gschtresst,
zwölfi,
iiglade,
verletzt,
fröied,
melanie,
schwanger,
geri,
wehe,
schwöschterli,little sister
schtille,
schteffi,
juli,
gschwüschteti,
lärm,
pauernuk,
lüüted,
hitz,
bsuech,
uusleihe,
zahlt,pays
automat,
mälde,
haftpflichtversicherig,
packt,packs
chäller,
bschtelle,
grossmami,
röiber,
gluegt,
bizli,
hock,
gopferdeckel,
9,nine
11,eleven
24,twenty four
60,sixty
sorg,worry
süchtig,
lüütisch,
fenschter,
dessert,
schmid,
hol,
lüüchtet,
nöch,
aalänge,
riich,
sammelt,
sammelisch,
verirrt,
schale,
top,
entschuldiged,
umschtige,
duruf,
durab,
typisch,
ablige,
schönschti,
region,
halbs,
dick,
schwöschter,
ehm,
wartelischte,
chönnt,
duure,
äh,
interessänte,
campingplatz,
ziischtig,
adee,
üsne,
picked,
blueme,
schlimms,
angst,
länger,
wohnigsbesitzer,
mietisch,
wohnigdiis,
eigeti,
beschtellsch,
lieblingspizza,
büro,
ander,
schparsöili,
ufghört,
rauche,
emanuel,
papa,
bring,
forälle,
chischte,
nutze,
mönsche,
oj,
frog,
hützutag,
sammler,
röit,
furt,
gheie,
lohsch,
kaputti,
uusgmischtet,
letschts,
schparsch,
bargäld,
iiserni,
resärve,
minimalismus,
grossartigi,
wunderbari,
irgendwo,
schief,
rüere,
übermorn,
tschuldigung,
verschtande,
nomol,
hochdütsch,
häsch,
usländer,
meinig,
verruckt,
fiired,
abwäsche,
uusgang,
üebe,
noh,
bett,
schlittle,
italie,
auguscht,
ein,
schtarchi,
ebe,
näme,
hälfed,
dank,
nötig,
öii,
partneri,
könnegleert,
repariere,
bache,
krücke,
praktisch,
langsam,
schtudiere,
flüüge,
gfloge,
bänkli,
oli,
baum,
keini,
gfahre,
achtung,
ruth,
ängi,
nummer,
äpp,
zvv,
bahnhofschtross,
sächser,
glückspilz,
eth,
huet,
wältranglischte,
bitteeee,
uusschtiige,
5i,
diräkt,
vercheersmittel,
tramd,
büs,
änderisch,
bruefs,
lieblingstier,
gipfeli,
vilmol,
öpperem,
gchauft,
frücht,
golf,
viertl,
golfe,
franke,
gschpilt,
mittag,
nomittag,
nervös,
vorschtelle,
hoffe,
gruppe,
schtoppet,
abgheit,
einti,
schtiig,
waggligi,
verwütscht,
sara,
gemein,
zeigs,
winterferie,
reagiere,
winterschport,
schlachte,
normalerwiis,
fühle,
mittagsschlöfli,
uufschtoh,
gfrogt,
entscheidig,
halb,
konkreti,
bileet,
süess,
heissisch,
liferant,
hinde,
caf,
schance,
tische,
worde,
ereignis,
lisisch,
sälte,
hundert,
zermatt,
luzärn,
warm,
älter,
zahweh,
putze,
gröscht,
grosses,
cuafför,
schtoht,
trotzdem,
müehsam,
park,
ihri,
bueche,
reservation,
chüelschrank,
blöde,
rüefe,
wachsam,
träneri,
dorf,
auge,
gredt,
wiisses,
uusgseht,
traktor,
brämse,
schüür,
fröhlich,
schwanz,
gwädlet,
folge,
träner,
ti,
suechsch,
kommentar,
ehrlich,
köschtlich,
tal,
schwäri,
abefahre,
flacher,
aalauf,
ideali,
schanze,
weichi,
sauornig,
kofere,
fröisch,
soo,
aha,
sibni,
demit,
lisa,
ghulfe,
fühled,
schmärzmittel,
ofe,
chuchi,
achte,
sofort,
appetit,
sibete,
aafang,
sunneschii,
decki,
rohrbruch,
nochber,
ade,
erwarte,
heimat,
nochberi,
schruube,
luuti,
mr,
singe,
schpassverdärber,
unvergässlichi,
schmützeli,
härzallerliebschti,
besinnliche,
party,
mueterschproch,
söttsch,
gälb,
blau,
wärde,
umbedingt,
duschi,
ei,
branson,
train,
packe,
hättisch,
meischtens,
unfall,
wöschchuchi,
täschli,
bäckerei,
schriibtisch,
schublade,
bruched,
mm,
truurig,
chinder,
velowäg,
parkplatz,
schtross,
debi,
sandra,
poscht,
weggli,
land,
niene,
troffe,
filme,
jungi,youthful
möge,may
schach,
sofa,sofa
chindsgi,
dialäkt,
oschternäschtli,
schnause,
ruedere,
schparsam,
3,three
7,seven
29,twenty nine
40,forty
empfang,reception
akku,battery
adam,Adam
instagram,Instagram
entschpannend,relaxing
wiisswii,white wine
pult,desk
wer,
klare,
cämpe,
chinderschpil,
cervelat,
brötle,
verflixt,
uusgrächnet,
ersatzrad,
poschtauto,
idyllisch,
sibirische,
tundra,
blibe,
rad,
zivilisation,
bewölkt,
wil,
frogsch,
charte,
unterricht,
tschegge,
find,
gsund,
nach,
filip,
time,
rutsch,
rahm,
aabrötle,
okej,
ärde,
ch,
hindere,
rächte,
glaubsch,
hochziit,
wunderbars,
fäscht,
tanzt,
letschter,
gang,
ersiees,
muess,
sophie,
füetere,
veterinär,
zähte,
juni,
elfi,
sälbschtverschtändlich,
schtrömig,
lade,
bruno,
argentinie,
sächste,
partner,
velotuur,
alts,
gfühl,
zwöit,
uusred,
tschuld,
oschtereier,
tulpe,
duschet,
suech,
glandet,
gritte,
fremde,
angschthaas,
könne,
pul,
saftig,
renn,
uusbroche,
sicherheit,
exotischi,
interessiersch,
aagebot,
uusverchauf,
aaprobiere,
wiehnachtsgschänkli,
bh,
erhältlich,
black,
friday,
ohre,
cow,
wiehnachtsgschänk,
döffe,
scheibe,
schiibe,
versicherig,
übernimm,
wünschisch,
pensioniert,
gläse,
salot,
nimmt,
desser,
pl,
zürich,
yerba,
mate,
grüentee,
käfele,
espresso,
fürobig,
abhängig,
grosszügiger,
jugend,
inveschtiere,
heimatdorf,
vermisse,
red,
devise,
intensiv,
schtarte,
regelmässig,
uusgisch,
setz,
klaars,
mögligkeite,
papier,
entscheidige,
schwirigscht,
nöijohrsvorsätz,
schriibsch,
teilsch,
teilti,
doppleti,
teilts,
integriert,
büdsche,
abwäschmaschine,
mixer,
bilderbuech,
fride,
aperitif,
wänd,
öpis,
lektion,
wir,
raclette,
blöd,
ermässigung,
lamaschi,
adrässe,
gluunt,
egge,
zmitzt,
hans,
merkt,
irgendöppis,
verschwunde,
heitere,
bimbam,
frogt,
gmerkt,
schtreich,
misstrauisch,
irgendöpper,
diskutiered,
trese,
meint,
schtäle,
uufgruumt,
unmöglich,
vorhär,
verzwickti,
aazeig,
unbekannt,
erschtatte,
schtähle,
betrüger,
inegheit,
überwiisisch,
diebschtahl,
mäldet,
detektivgschichte,
mitrote,
krimi,
gchochet,
gratuliere,
suecht,
uusgoh,
hürote,
hochziitstag,
schtei,
zwöihundert,
wäred,
hä,
m,
tüürer,
verdiene,
zahnarzt,
grössere,
muul,
hebe,
wunderschöne,
nummere,
id,
schaffed,
rächnig,
chrank,
viktoria,
telefon,
ewigkeit,
här,
schüss,
garderobe,
lässigi,
sportlichi,
elegants,
paschtellfarbe,
akris,
megaguet,
diskret,
typ,
grüene,
hömmli,
grawatte,
muschteret,
treisch,
lieblingsmarke,
schportlichi,
freiziitmode,
chleidig,
chlii,
rügge,
persönlichi,
held,
schtolz,
gepäck,
halsweh,
zibele,
energii,
ässbar,
liebi,
suuri,
zwäg,
grossmueter,
handgepäck,
gmeint,
hüüsli,
bsetzt,
weder,
flughafe,
normal,
chünded,
luschtige,
meined,
änglisch,
füfi,
ersetze,
abligge,
furchtbar,
gschirr,
schaff,
runde,
fühlt,
ghörsch,
blüetet,
schwinge,
gewünner,
muni,
schwingerkönig,
tradition,
härdöpfel,
wäsch,
gnüssisch,
chäs,
vergrösseret,
jüngschte,
welete,
singel,
eva,
sowiit,
hüete,
fruchtblose,
platzt,
chinde,
familiemitgliid,
fiin,
mame,
hebt,
brüelet,
görpsle,
schiinbar,
26ischte,
öiem,
sahra,
duregschlofe,
völlig,
übermüeded,
fraue,
geburt,
komplikatione,
johrgang,
jünger,
kaiserschnitt,
gschlofe,
tropfet,
name,
chan,
felix,
wiiterhälfe,
sosse,
iipacke,
nickerli,
zwöiti,
dritti,
vierti,
füfti,
märz,
doing,
on,
entschide,
tessin,
grüen,
orangsch,
violet,
rosarot,
schwiizeri,
bundesröt,
abschtimme,
schnuufe,
nougat,
ströisel,
füürwehr,
aazieh,
konduktör,
gsässe,
gratis,
take,
schtaubsuuge,
gscheh,
fleischnbsp,
riis,
herdöpfel,
tomatesose,
hm,
ovo,
schrott,
frächheit,
schupf,
kümmere,
rapport,
uufnäh,
automate,
betriibt,
ruumt,
übernimmt,
chöschte,
c,
schade,
vandalismus,
aaklagt,
znüni,
verpasst,
bärli,
säson,
perfäkte,
erfrüschend,
chüelt,
nicole,
